term,name,ename,sex,party,partyGroup,areaName,committee,onboardDate,degree,tel,experience,fax,addr,picUrl,leaveFlag,leaveDate,leaveReason,
11,邱志偉,CHIU CHIH-WEI,男,民主進步黨,民主進步黨,高雄市第2選舉區,第11屆第1會期：經濟委員會;第11屆第2會期：經濟委員會;,2024/02/01,台南一中;淡江大學俄羅斯研究所法學碩士;國立臺灣大學國家發展研究所法學碩士;國立中山大學大陸研究所社會科學博士;英國劍橋大學國際關係研究所;國立臺灣大學EMBA碩士班,國會研究室：02-2358-6561;岡山服務處：07-623-0655;路竹服務處：07-696-8050;梓官服務處：07-610-7303;橋頭服務處：07-623-0655;彌陀聯絡處：07-623-0655;茄萣服務處：07-690-9981;湖內服務處：07-699-0605,第八、九、十屆立法委員高雄市政府民政局 局長高雄縣政府民政處 處長高雄縣政府新聞室 主任中華民國修憲國民大會代表南華大學旅遊事業管理系助理教授義守大學兼任助理教授,國會研究室：02-2358-6565;岡山服務處：07-623-0671;路竹服務處：07-696-8052;梓官服務處：07-610-7383;茄萣服務處：07-690-9961,國會研究室：100224台北市中正區濟南路1段3之1號0607室;岡山服務處：820111高雄市岡山區中山南路385號;路竹服務處：821008高雄市路竹區國昌路193號;梓官服務處：826002高雄市梓官區梓官路361號;橋頭服務處：82541高雄市橋頭區隆豐路184號;彌陀聯絡處：827010高雄市彌陀區鹽埕大路75號;茄萣服務處：852002高雄市茄萣區進學路41號;湖內服務處：82947高雄市湖內區湖中路242巷12弄26號,http://www.ly.gov.tw//Images/Legislators/110036.jpg,否,,,
11,邱若華,Chiu Jo-Hua,女,中國國民黨,中國國民黨,桃園市第6選舉區,第11屆第1會期：交通委員會;第11屆第2會期：交通委員會;,2024/02/01,英國布萊頓大學商學院碩士,國會研究室：02-2358-6196,中國國民黨黃復興黨部 黃國園委員會副主委桃園榮民社團顧問新住民委員會顧問桃園市愛心服務協會 顧問桃園市馬祖同鄉會 顧問桃園市營丘婦女會 秘書中壢婦女會顧問八德婦女會顧問大溪婦女會顧問復興婦女會顧問桃園市中壢區 ( 丘 ) 邱姓宗親會 秘書桃園市中壢區 ( 丘 ) 邱姓青年會 秘書桃園市議會議長邱奕勝服務處 秘書,國會研究室：02-2358-6200,國會研究室：100224台北市中正區濟南路1段3之1號0208室,http://www.ly.gov.tw//Images/Legislators/110037.jpg,否,,,
11,邱鎮軍,CHIUCHENG-CHUN,男,中國國民黨,中國國民黨,苗栗縣第2選舉區,第11屆第1會期：社會福利及衛生環境委員會;第11屆第2會期：社會福利及衛生環境委員會;,2024/02/01,國立暨南國際大學高階經營管理碩士,國會研究室：02-2358-6236;苗栗服務處：037-368-811,苗栗縣苗栗市第11、12屆市長苗栗縣議會第18屆議員中國國民黨苗栗青工會副會長中國國民黨第20、21屆全國黨代表中國國民黨苗栗市黨部第35、36屆主任委員中國國民黨苗栗縣黨部第27、28屆委員,國會研究室：02-2358-6240;苗栗服務處：037-368-877,國會研究室：100224台北市中正區濟南路1段3之1號1108室;苗栗服務處：360005苗栗市英才路97號;頭份服務處：351027苗栗縣頭份市中山路187號,http://www.ly.gov.tw//Images/Legislators/110038.jpg,否,,,
11,邱議瑩,Chiu Yi Ying,女,民主進步黨,民主進步黨,高雄市第1選舉區,第11屆第1會期：經濟委員會;第11屆第2會期：經濟委員會;,2024/02/01,國立臺灣大學管理學院碩士在職專班(EMBA);美國舊金山多明尼肯大學企業管理研究所碩士;高雄市道明中學,國會研究室：02-2358-6516;美濃服務處：07-681-8755,第五、七、八、九、十、十一屆立法委員客家委員會副主任委員民主進步黨第十六屆中央執行委員民主進步黨第八、九、十一、十五屆中央常務委員民主進步黨第十三、十四屆中央評議委員第三屆國民大會代表,國會研究室：02-2358-6520;美濃服務處：07-681-8677,國會研究室：100224台北市中正區濟南路1段3之1號0801室;美濃服務處：843008高雄市美濃區泰安路228號,http://www.ly.gov.tw//Images/Legislators/110039.jpg,否,,,
11,柯志恩,Ko Chih-En,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第11屆第1會期：教育及文化委員會;第11屆第2會期：教育及文化委員會;,2024/02/01,美國南加大教育心理學博士;美國密西根州立大學教育碩士;國立政治大學教育系學士,國會研究室：02-2358-6876;高雄服務處：07-225-5108,國家政策研究基金會執行長第九屆立法委員中國國民黨副秘書長兼婦女部主任淡江大學學務長淡江大學教心所專任教授高等教育評鑑中心心理學門評鑑委員新聞局電視金鐘獎最佳教育文化節目主持人新聞局金鼎獎最佳圖書著作得獎人,國會研究室：02-2358-6880;高雄服務處：07-225-1883,國會研究室：100224台北市中正區濟南路1段3之1號0401室;高雄服務處：807026高雄巿三民區建國一路463號,http://www.ly.gov.tw//Images/Legislators/110040.jpg,否,,,
11,柯建銘,KERCHIEN-MING,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：司法及法制委員會;第11屆第2會期：司法及法制委員會;,2024/02/01,中山醫學院牙醫學系,國會研究室：02-2358-6106;新竹服務處：03-526-9880,第二、三、四、五、六、七、八、九、十屆立法委員立法院民進黨黨團總召集人、副總召集人、幹事長、副幹事長民進黨代理黨主席、中常委、財務委員會主任委員、政策會執行長立法院經濟委員會、預算委員會及程序委員會等委員會召集人立法院科技協進會召集人、環保修法聯盟發起人、永續發展促進會發起人國家資訊基礎建設(NII)民間諮詢委員會委員兼法規組召集人,國會研究室：02-2358-6110;新竹服務處：03-523-2902,國會研究室：100224台北市中正區濟南路1段3之1號2118室;新竹服務處：300030新竹市北區四維路15號3樓,http://www.ly.gov.tw//Images/Legislators/110041.jpg,否,,,
11,洪申翰,HUNGSUN-HAN,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：外交及國防委員會;,2024/02/01,台北市立建國高級中學;國立台灣大學大氣科學系肄業,國會研究室：02-2358-6081,綠色公民行動聯盟副秘書長行政院能源及減碳辦公室專家委員行政院環境保護署資料開放諮詢小組專家委員台北市公民參與委員會委員財團法人青平台基金會董事第10屆立法委員,國會研究室：02-2358-6085,國會研究室：100221台北市中正區青島東路1號3206室,http://www.ly.gov.tw//Images/Legislators/110042.jpg,是,2024/11/25,辭職,
11,洪孟楷,HungMong-Kai,男,中國國民黨,中國國民黨,新北市第1選舉區,第11屆第1會期：教育及文化委員會;第11屆第1會期：程序委員會;第11屆第2會期：教育及文化委員會;,2024/02/01,・美國南加州大學國際公共政策及管理系碩士;・國立台灣大學政治學系碩士,國會研究室：02-2358-6811;林口服務處：02-2608-2100;北海岸服務處：02-2629-0133;泰山服務處：02-8531-5600;八里聯絡處：0917-159-190;三芝聯絡處：0953-466-990;石門聯絡處：0953-466-990,・第10屆立法委員・國民黨團副書記長・交通委員會召集委員・立法院動物福利促進會發起人・嘉義市政府文化局局長,國會研究室：02-2358-6815;林口服務處：02-8601-8916;北海岸服務處：02-2629-0133;泰山服務處：02-2900-0210;八里聯絡處：02-2358-6815;三芝聯絡處：02-2358-6815;石門聯絡處：02-2358-6815,國會研究室：100224台北市中正區濟南路1段3之1號2111室;林口服務處：244017新北市林口區文化三路二段291號;北海岸服務處：251012新北市淡水區淡金路二段511號;泰山服務處：243093新北市泰山區明志路二段185號;八里聯絡處：249002新北市八里區華峰三街46號;三芝聯絡處：252005新北市三芝區智成街18號;石門聯絡處：253002新北市石門區中山路70號,http://www.ly.gov.tw//Images/Legislators/110043.jpg,否,,,
11,范雲,Yun FAN,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：教育及文化委員會;第11屆第1會期：程序委員會;第11屆第2會期：教育及文化委員會;第11屆第2會期：程序委員會;,2024/02/01,淡水國小;淡水國中;北一女中;台大社會系學士、碩士;耶魯大學社會學碩士、博士,國會研究室：02-2358-6056;新竹縣服務處：03-550-5243,第十屆立法委員台大社會系副教授中華民國無任所大使婦女新知基金會董事長、董事、監事林義雄競選民進黨主席特別助理英國倫敦大學亞非學院訪問學人中央研究院助理研究員,國會研究室：02-2358-6060;新竹縣服務處：03-550-8514,國會研究室：100221台北市中正區青島東路1號3301室;新竹縣服務處：302050新竹縣竹北市成功六街163號,http://www.ly.gov.tw//Images/Legislators/110044.jpg,否,,,
11,徐巧芯,HSUCHIAO-HSIN,女,中國國民黨,中國國民黨,臺北市第7選舉區,第11屆第1會期：外交及國防委員會;第11屆第2會期：外交及國防委員會;,2024/02/01,國立政治大學政治學系;臺北市立中崙高級中學高中部;臺北市立中崙高級中學國中部;臺北市立光復國民小學,國會研究室：02-2358-6286;服務處：02-2758-0731,第 14屆台北市議員第 13屆台北市議員馬英九卸任元首辦公室發言人國際青年民主聯盟副主席國安青年智庫發起人,國會研究室：02-2358-6290,國會研究室：100224台北市中正區濟南路1段3之1號0303室;服務處：110013臺北巿信義區莊敬路209號,http://www.ly.gov.tw//Images/Legislators/110045.jpg,否,,,
11,徐欣瑩,Hsu Hsin-Ying,女,中國國民黨,中國國民黨,新竹縣第1選舉區,第11屆第1會期：內政委員會;第11屆第2會期：內政委員會;,2024/02/01,國立交通大學土木系博士、碩士;國立成功大學測量工程學系學士;台北市立中山女子高級中學;新竹縣立新豐國中;新竹縣立山崎國小,國會研究室：02-2358-6326;竹北服務處：03-656-0951,第八屆立法委員新竹縣議會第16、17屆縣議員明新科技大學教師專業測量技師內政部地政司衛星測量中心研究員專門技術人員高等考試測量技師及格,國會研究室：02-2358-6330;竹北服務處：03-558-5811,國會研究室：100224台北市中正區濟南路1段3之1號0605室;竹北服務處：302010新竹縣竹北市光明六路297號,http://www.ly.gov.tw//Images/Legislators/110046.jpg,否,,,
11,徐富癸,HSUFU-KUEI,男,民主進步黨,民主進步黨,屏東縣第2選舉區,第11屆第1會期：交通委員會;第11屆第2會期：交通委員會;,2024/02/01,屏東高中;國立藝專廣播電視科;國立屏東大學教育行政研究所,國會研究室：02-2358-6781;東港服務處：08-832-2331;潮州服務處：08-780-0018,聯合報屏東駐地記者潘孟安立委服務處主任潘孟安縣長辦公室主任屏東縣政府民政處處長,國會研究室：02-2358-6785,國會研究室：100224台北市中正區濟南路1段3之1號0906室;東港服務處：928007屏東縣東港鎮新義路172號;潮州服務處：920004屏東縣潮州鎮四維路106號,http://www.ly.gov.tw//Images/Legislators/110047.jpg,否,,,
11,涂權吉,Tu Chuan-Chi,男,中國國民黨,中國國民黨,桃園市第2選舉區,第11屆第1會期：社會福利及衛生環境委員會;第11屆第2會期：社會福利及衛生環境委員會;,2024/02/01,開南大學碩士;明新工業專科學校;復旦高級中學,國會研究室：02-2358-8286;楊梅服務處：03-478-2568;大園服務處：03-384-2399;觀音服務處：03-476-1101;新屋服務區：03-477-2199,第二、三屆桃園巿議員立法委員廖正井主任立法委員吳志揚秘書楊梅獅子會副會長菁英慢壘協會創會長楊梅高中家長會會長客家藝文協會理事長楊梅國際青年商會會長退伍軍人協會、儲蓄互助社理事長,國會研究室：02-2358-8290;觀音服務處：03-476-1111,國會研究室：100221台北市中正區青島東路1號3405室;楊梅服務處：326015桃園巿楊梅區新農街二段71號;大園服務處：337009桃園巿大園區大興路45號;觀音服務處：328007桃園巿觀音區大觀路二段190之11號;新屋服務區：327007桃園巿新屋區中興路78號,http://www.ly.gov.tw//Images/Legislators/110048.jpg,否,,,
11,翁曉玲,Weng Hsiao-Ling,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第11屆第1會期：司法及法制委員會;第11屆第1會期：經費稽核委員會;第11屆第2會期：司法及法制委員會;第11屆第2會期：程序委員會;第11屆第2會期：經費稽核委員會;,2024/02/01,德國慕尼黑大學法學院博士;德國慕尼黑大學法學院碩士;國立中興大學法律學系學士(現改制為國立台北大學),國會研究室：02-2358-8196,清華大學通識教育中心主任2018~2024年1月31日。清大通識中心暨科法所合聘副教授2005年8月~迄今。國家通訊傳播委員會委員2008年8月~2012年7月。台大國發所兼任副教授2014年2月~2017年2月。,國會研究室：02-2358-8310,國會研究室：100224台北市中正區濟南路1段3之1號2120室;電子信箱：ly11275f@ly.gov.tw,http://www.ly.gov.tw//Images/Legislators/110049.jpg,否,,,
11,馬文君,MaWen-Chun,女,中國國民黨,中國國民黨,南投縣第1選舉區,第11屆第1會期：外交及國防委員會;第11屆第2會期：外交及國防委員會;,2024/02/01,逢甲大學經營管理碩士;嘉南藥專（嘉南藥理大學）藥學科;南投縣立大成國中;埔里鎮育英國小,國會研究室：02-2358-6816;埔里服務處：049-242-3248;草屯服務處：049-235-5807,南投縣第十三屆縣議員埔里鎮第十四屆、第十五屆鎮長南投縣家扶中心委員南投縣民防總隊義警大隊長南投縣婦工會總會長立法院 國民黨團副書記長第七、八、九、十屆立法委員,國會研究室：02-2358-6820;埔里服務處：049-290-1626;草屯服務處：049-235-5023,國會研究室：100221台北市中正區青島東路1號3113室;埔里服務處：545015南投縣埔里鎮西寧路36號;草屯服務處：542005南投縣草屯鎮新生路209號,http://www.ly.gov.tw//Images/Legislators/110050.jpg,否,,,
11,高金素梅,KAO CHIN SU-MEI,女,無黨籍,中國國民黨,山地原住民選舉區,第11屆第1會期：內政委員會;第11屆第2會期：內政委員會;,2024/02/01,臺中市青年高級中學,國會研究室：02-2358-6051;屏東服務處：08-787-0220,第5、6、7、8、9、10屆立法委員財團法人癌症關懷基金會董事長財團法人肝炎防治基金會終身義工,國會研究室：02-2358-6055;屏東服務處：08-787-2291,國會研究室：100008台北市中正區青島東路10號3507室;屏東服務處：922026屏東縣來義鄉來義村義新路6巷76號,http://www.ly.gov.tw//Images/Legislators/110051.jpg,否,,,
11,張宏陸,CHANG HUNG LU,男,民主進步黨,民主進步黨,新北市第6選舉區,第11屆第1會期：內政委員會;第11屆第2會期：內政委員會;,2024/02/01,國立台北教育大學教育碩士;東吳大學政治系學士,國會研究室：02-2358-8066;板橋文化路服務處：02-2250-7018,文化大學美國研究所第九、十屆立法委員新北市議員行政院反恐辦公室副主任行政院院長室秘書板橋代理市長台北縣民政局局長,國會研究室：02-2358-8070;板橋文化路服務處：02-2250-7028,國會研究室：100221台北市中正區青島東路1號3305室;板橋文化路服務處：220004新北市板橋區文化路二段124巷6號,http://www.ly.gov.tw//Images/Legislators/110052.jpg,否,,,
11,張啓楷,CHANG CHI-KAI,男,台灣民眾黨,台灣民眾黨,全國不分區及僑居國外國民,第11屆第1會期：經濟委員會;第11屆第1會期：經費稽核委員會;第11屆第2會期：經濟委員會;第11屆第2會期：經費稽核委員會;,2024/02/01,國立台灣大學政治學系碩士;國立中興大學社會學系學士,國會研究室：02-2358-6699,TVBS、年代電視台政論節目主持人年代新聞部副總編彰化縣工商展策進會總幹事,國會研究室：02-2358-6700,國會研究室：100224台北市中正區濟南路1段3之1號0908室,http://www.ly.gov.tw//Images/Legislators/110053.jpg,否,,,
11,張智倫,ChangChih-Lun,男,中國國民黨,中國國民黨,新北市第8選舉區,第11屆第1會期：內政委員會;第11屆第1會期：程序委員會;第11屆第2會期：內政委員會;第11屆第2會期：程序委員會;,2024/02/01,銘傳大學會計學士、美國費爾里&#183;狄金生大學會計碩士;臺灣會計師高考及格、美國紐澤西州執業會計師,國會研究室：02-2358-6861,資誠聯合會計師事務所審計組長、全國會計師聯合工會仲裁推動會主委嘉威聯合會計師事務所中和分所負責人、台北商業大學助理教授國民黨中央委員、國民黨中和區黨部主任委員中和區體育會理事長、財團法人賢清文教基金會執行長中和國中教育發展基金會董事長,國會研究室：02-2358-6865,國會研究室：100224台北市中正區濟南路1段3之1號1005室,http://www.ly.gov.tw//Images/Legislators/110054.jpg,否,,,
11,張雅琳,Ngalim Tiunn,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：教育及文化委員會;第11屆第1會期：程序委員會;第11屆第1會期：經費稽核委員會;第11屆第2會期：教育及文化委員會;第11屆第2會期：程序委員會;第11屆第2會期：經費稽核委員會;,2024/02/01,海洋大學航運管理系學士,國會研究室：02-2358-8111,阿爾斯特大學傳播公關碩士還我特色公園行動聯盟理事長衛福部兒少事故委員會委員賽諾菲藥廠品牌經理嬌生隱形眼鏡產品經理億滋國際品牌副理,國會研究室：02-2358-8115,國會研究室：100224台北市中正區濟南路1段3之1號2115室,http://www.ly.gov.tw//Images/Legislators/110055.jpg,否,,,
11,張嘉郡,CHANG CHIA-CHUN,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第11屆第1會期：經濟委員會;第11屆第2會期：經濟委員會;,2024/02/01,國立政治大學國家發展研究所博士;英國南漢普頓大學國際關係碩士;英國倫敦大學國王學院企業管理系學士;英國凱特倫中學,國會研究室：02-2358-8178,中國國民黨中央政策會副執行長        中國國民黨中央評議委員         雲林縣青埔教育基金會董事長         中華民國婦女聯合會雲林縣分會主委         第七、八屆立法委員	立法院臺英國會議員聯誼會會長中國國民黨3任中常委全國青工總會總會長,國會研究室：02-2358-8179,國會研究室：100224台北市中正區濟南路1段3之1號0807室,http://www.ly.gov.tw//Images/Legislators/110056.jpg,否,,,
11,莊瑞雄,CHUANG JUI-HSIUNG,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：司法及法制委員會;第11屆第1會期：程序委員會;第11屆第2會期：司法及法制委員會;第11屆第2會期：程序委員會;,2024/02/01,臺灣大學生物產業傳播暨發展學系 博士,國會研究室：02-2358-6368;屏東市服務處：08-755-7893;東港服務處：08-833-7893;恆春服務處：08-888-3893;琉球服務處：08-861-2347;枋寮服務處：0935-832618,第8.9.10.11屆立法委員公督盟評鑑優秀立委執業律師民進黨中常委、中執委、發言人第13.14屆民進黨台北市黨部主委第10.11屆台北市議員中華民國籃球協會顧問台灣國家山岳協會理事長綠色和平電台主持人,國會研究室：02-2358-6369;屏東市服務處：08-752-9315;東港服務處：08-833-9316;恆春服務處：08-889-9316,國會研究室：100224台北市中正區濟南路1段3之1號0702室;屏東市服務處：900003屏東縣屏東市自由路134號;東港服務處：928007屏東縣東港鎮光復路一段48號;恆春服務處：946004屏東縣恆春鎮北門路9號;琉球服務處：929003屏東縣琉球鄉中正路331號;枋寮服務處：940003屏東縣枋寮鄉德興路71號,http://www.ly.gov.tw//Images/Legislators/110057.jpg,否,,,
11,許宇甄,HsuYuChen,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第11屆第1會期：內政委員會;第11屆第1會期：經費稽核委員會;第11屆第2會期：內政委員會;第11屆第2會期：經費稽核委員會;,2024/02/01,國立雲林科技大學企業管理所碩士 ;私立輔仁大學統計系學士,國會研究室：02-2358-6799,中國國民黨中央組發會主委雲林縣黨部主委 雲林縣政府工策會總幹事雲林縣婦聯會主委雲林縣婦工會榮譽總會長財團法人雲林縣雲萱基金會董事大學講師,國會研究室：02-2358-6800,國會研究室：100224台北市中正區濟南路1段3之1號0507室,http://www.ly.gov.tw//Images/Legislators/110058.jpg,否,,,
11,許智傑,HSUCHIH-CHIEH,男,民主進步黨,民主進步黨,高雄市第7選舉區,第11屆第1會期：交通委員會;第11屆第2會期：交通委員會;,2024/02/01,國立高雄師範大學教育學系碩士;台灣大學機械工程系學士;高雄市立高雄中學;高雄市立五甲國中;高雄市立五甲國小,國會研究室：02-2358-6621;鳳山服務處：07-768-1899,高雄師範大學教育所博士候選人第八、九、十屆立法委員民主進步黨中央黨部常務執行委員民主進步黨中央黨部執行委員立法院民主進步黨團書記長首任高雄市鳳山區區長第十屆鳳山市市長第十五屆高雄縣議員鳳山市第八屆市民代表高雄縣私立高旗高級工業家事職業學校教務主任、訓導主任、補教主任正修科技大學兼任助理教授和春技術學院兼任講師高雄市鳳山社區大學創辦人高雄市鳳山市民大學主任國家中山科學研究院製程及NC工程師,國會研究室：02-2358-6625;鳳山服務處：07-768-9900,國會研究室：100224台北市中正區濟南路1段3之1號0703室;鳳山服務處：830049高雄市鳳山區保泰路96號,http://www.ly.gov.tw//Images/Legislators/110059.jpg,否,,,
11,郭昱晴,Kuo Yu Ching,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：教育及文化委員會;第11屆第1會期：程序委員會;第11屆第2會期：教育及文化委員會;第11屆第2會期：程序委員會;,2024/02/01,淡江大學法文系,國會研究室：02-2358-6686,袖珍藝術工作者、影視文化工作者（演員、主持人）、作家、生命教育講師,國會研究室：02-2358-6690,國會研究室：100224台北市中正區濟南路1段3之1號0505室,http://www.ly.gov.tw//Images/Legislators/110060.jpg,否,,,
11,郭國文,Kuo Kuo-Wen,男,民主進步黨,民主進步黨,臺南市第2選舉區,第11屆第1會期：財政委員會;第11屆第2會期：財政委員會;,2024/02/01,國立成功大學政治經濟研究所博士;國立台灣大學國家發展研究所碩士,國會研究室：02-2358-8311;善化服務處：06-585-1933,第十、九屆立法委員立法院亞東國會議員友好協會會長立法院民進黨黨團書記長行政院勞動部次長民進黨中常委大台南直轄市第一、二屆市議員台南縣政府行政管理處處長長榮大學助理教授任務型國民大會代表民進黨台南縣黨部主委,國會研究室：02-2358-8315;善化服務處：06-585-3303,國會研究室：100221台北市中正區青島東路1號3303室;善化服務處：741005臺南市善化區中正路188巷12-1號,http://www.ly.gov.tw//Images/Legislators/110061.jpg,否,,,
11,陳永康,CHEN YEONG-KANG,男,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第11屆第1會期：外交及國防委員會;第11屆第2會期：外交及國防委員會;,2024/02/01,海軍官校1974年班;三軍大學海軍指揮參謀學院1985年班;美國海軍戰爭學院1997年班,國會研究室：02-2358-6036,國防部軍事代表團團長海軍168艦隊艦隊長海軍司令部作戰情報署署長國防部部長辦公室主任海軍艦隊司令部副司令國防部整合評估司主任海軍司令部參謀長海軍司令部副司令國防部副參謀總長國防大學校長國防部副參謀總長兼執行官海軍司令部司令國防部軍政副部長中科院董事,國會研究室：02-2358-6040,國會研究室：100221台北市中正區青島東路1號3103室,http://www.ly.gov.tw//Images/Legislators/110062.jpg,否,,,
11,陳玉珍,ChenYu-Jen,女,中國國民黨,中國國民黨,金門縣選舉區,第11屆第1會期：財政委員會;第11屆第1會期：程序委員會;第11屆第1會期：經費稽核委員會;第11屆第2會期：財政委員會;第11屆第2會期：經費稽核委員會;,2024/02/01,金城中小學莒光分部;金城國中;金門高中;台大中文系法律系輔系;日本九州大學國際公法法學碩士,國會研究室：02-2358-6098;金門服務處：082-320-706,北京大學國際經濟法法學碩士美國哈佛大學甘迺迪政府學院進修金門縣議會議長陳水木先生助理金門縣三屆縣議員立法院第九屆、第十屆立法委員立法院內政委員會召集委員立法院衛環委員會召集委員立法院國民黨團書記長國立金門大學兼任講師,國會研究室：02-2358-6100;金門服務處：082-311-288,國會研究室：100008台北市中正區青島東路10號3501室;金門服務處：893013金門縣金城鎮民權路27號,http://www.ly.gov.tw//Images/Legislators/110063.jpg,否,,,
11,陳秀寳,CHEN HSIU-PAO,女,民主進步黨,民主進步黨,彰化縣第1選舉區,第11屆第1會期：教育及文化委員會;第11屆第2會期：教育及文化委員會;,2024/02/01,建國科技大學二技;精誠高中;福興國中;西勢國小,國會研究室：02-2358-6881;鹿港服務處：04-775-6001,民進黨立法院黨團副書記長第10屆立法委員民進黨彰化縣議會黨團幹事長彰化縣議會第17、18、19屆縣議員鹿港國中家長會副團長立法委員陳進丁國會助理,國會研究室：02-2358-6140;鹿港服務處：04-775-6025,國會研究室：100224台北市中正區濟南路1段3之1號0601室;鹿港服務處：505006彰化縣鹿港鎮東石里鹽埕巷30-32號,http://www.ly.gov.tw//Images/Legislators/110064.jpg,否,,,
11,陳亭妃,CHEN TING-FEI,女,民主進步黨,民主進步黨,臺南市第3選舉區,第11屆第1會期：經濟委員會;第11屆第2會期：經濟委員會;,2024/02/01,協進國小;中山國中;家齊女中;文化大學;長榮大學經營管理碩士、博士,國會研究室：02-2358-6761;北區服務處：06-280-3906;安南區服務處：06-256-8012;中西區相談室：06-222-2012,新聞記者主播第14、15、16屆台南市議員第7、8、9、10、11屆立法委員立法院民進黨團正、副書記長、副幹事長立法院外交及國防召委立法院教育及文化召委民進黨台南市黨部主委民進黨中常委、中執委民進黨2014年市長選舉對策委員會委員凱達格蘭基金會董事長,國會研究室：02-2358-6755;北區服務處：06-358-6489;安南區服務處：06-256-0701,國會研究室：100224台北市中正區濟南路1段3之1號1101室;北區服務處：704026臺南市北區海安路三段963號;安南區服務處：709003臺南市安南區怡安路二段188號;中西區相談室：700008臺南市中西區青年路140號,http://www.ly.gov.tw//Images/Legislators/110065.jpg,否,,,
11,陳俊宇,CHUN YU CHEN,男,民主進步黨,民主進步黨,宜蘭縣選舉區,第11屆第1會期：司法及法制委員會;第11屆第2會期：司法及法制委員會;,2024/02/01,佛光大學公共事務學系碩士;蘭陽技術學院國際貿易科;宜蘭高商資料處理科;復興國中;大湖國小,國會研究室：02-2358-6666;宜蘭服務處：03-931-1666,民主進步黨全國主委聯誼會會長民主進步黨宜蘭縣黨部主委員山鄉農會常務監事宜蘭縣議員員山鄉民代表,國會研究室：02-2358-6670;宜蘭服務處：03-923-3868,國會研究室：100224台北市中正區濟南路1段3之1號0608室;宜蘭服務處：260011宜蘭縣宜蘭市中山路一段469號,http://www.ly.gov.tw//Images/Legislators/110066.jpg,否,,,
11,陳冠廷,Chen Kuan-Ting,男,民主進步黨,民主進步黨,嘉義縣第2選舉區,第11屆第1會期：外交及國防委員會;第11屆第2會期：外交及國防委員會;,2024/02/01,日本國立東京大學公共政策碩士;美國威斯康辛大學麥迪遜分校國際研究學士;嘉義縣私立協同高級中學,國會研究室：02-2358-8101,行政院政務顧問民主進步黨蔡英文主席特助翁章梁縣長競選團隊發言人台灣世代教育基金會執行長臺北市政府副發言人淡江大學外交與國際關係學系講師,國會研究室：02-2358-8105,國會研究室：100221台北市中正區青島東路1號3101室,http://www.ly.gov.tw//Images/Legislators/110067.jpg,否,,,
11,陳昭姿,Chen Gau-Tzu,女,台灣民眾黨,台灣民眾黨,全國不分區及僑居國外國民,第11屆第1會期：社會福利及衛生環境委員會;第11屆第2會期：社會福利及衛生環境委員會;,2024/02/01,藥師執照;日本慶應大學附設醫院進修;美國加州大學舊金山分校進修;國立臺灣大學醫學院藥學系,國會研究室：02-2358-8012,和信治癌中心醫院藥劑科主任財團法人藥害救濟基金會董事長台灣北社社長,國會研究室：02-2358-8015,國會研究室：100008台北市中正區青島東路10號3503室,http://www.ly.gov.tw//Images/Legislators/110068.jpg,否,,,
11,陳素月,ChenSu-Yueh,女,民主進步黨,民主進步黨,彰化縣第4選舉區,第11屆第1會期：交通委員會;第11屆第2會期：交通委員會;,2024/02/01,文化大學史學研究所碩士;文化大學史學系;台中女中;南投縣名間國中、僑興國小,國會研究室：02-2358-6691;員林服務處：04-832-8552;社頭服務處：04-872-5011,第8、9、10屆立法委員第16、17屆彰化縣議員立法委員魏明谷國會助理民主進步黨第10~16屆全國黨員代表國立空中大學講師財團法人拓展文教基金會執行長,國會研究室：02-2358-6695;員林服務處：04-835-3414;社頭服務處：04-872-0411,國會研究室：100224台北市中正區濟南路1段3之1號2109室;員林服務處：510006彰化縣員林市惠來里惠明街219號;社頭服務處：511001彰化縣社頭鄉員集路二段247巷60號,http://www.ly.gov.tw//Images/Legislators/110069.jpg,否,,,
11,陳培瑜,CHENPEI-YU,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第11屆第1會期：教育及文化委員會;第11屆第2會期：教育及文化委員會;,2024/02/01,東華大學教育學研究所,國會研究室：02-2358-8221,作家現任民進黨立委凱風卡瑪兒童書店創辦人人本教育基金會講師親職教育講師推動親職關係經營及兒童閱讀工作者,國會研究室：02-2358-8225,國會研究室：100224台北市中正區濟南路1段3之1號0901室,http://www.ly.gov.tw//Images/Legislators/110070.jpg,否,,,
